GEOID10,exposed_0.5buffer,exposed_1buffer,exposed_10buffer,exposed_20buffer
06073016608,0,0,0,0
06073016609,0,0,0,0
06073016610,0,0,0,0
06073016612,0,0,0,0
06073016613,0,0,0,0
06073020207,0,0,0,0
06073020208,0,0,0,0
06073020209,0,0,0,0
06073020210,0,0,0,0
06073020211,0,0,0,0
06073020304,0,0,0,0
06073020305,0,0,0,0
06073020306,0,0,0,0
06073020307,0,0,0,0
06073020401,0,0,0,1
06073020403,0,0,0,0
06073020404,0,0,0,0
06073020405,0,0,0,0
06073020500,0,0,0,0
06073008327,0,0,0,0
06073008328,0,0,0,0
06073008329,0,0,0,0
06073008330,0,0,0,0
06073008331,0,0,0,0
06073008333,0,0,0,0
06073008335,0,0,0,1
06073008336,0,0,0,1
06073003202,0,0,0,0
06073013412,0,0,0,0
06073003115,0,0,0,0
06073006802,0,0,0,0
06073013204,0,0,0,0
06073013504,0,0,0,0
06073010110,0,0,0,0
06073008503,0,0,0,0
06073002502,0,0,0,0
06073015902,0,0,0,0
06073015200,0,0,0,0
06073015000,0,0,0,0
06073013601,0,0,0,0
06073002904,0,0,0,0
06073016614,0,0,0,0
06073016615,0,0,0,0
06073016616,0,0,0,0
06073016617,0,0,0,0
06073016701,0,0,0,0
06073016702,0,0,0,0
06073016802,0,0,0,0
06073016804,0,0,0,0
06073016806,0,0,0,0
06073016807,0,0,0,0
06073016809,0,0,0,0
06073020601,0,0,0,0
06073020602,0,0,0,0
06073020705,0,0,0,0
06073020706,0,0,0,0
06073020707,0,0,0,0
06073020708,0,0,0,0
06073020709,0,0,0,0
06073020710,0,0,0,0
06073020801,0,0,0,0
06073020805,0,0,0,0
06073020806,0,0,0,0
06073020807,0,0,0,0
06073020809,0,0,0,0
06073020903,0,0,0,0
06073020904,0,0,0,0
06073021000,0,0,0,0
06073008337,0,0,0,1
06073008339,0,0,0,0
06073008340,0,0,0,0
06073008501,0,0,0,0
06073009603,0,0,0,0
06073008511,0,0,0,0
06073013906,0,0,0,0
06073014101,0,0,0,0
06073000700,0,0,0,0
06073016000,0,0,0,0
06073002803,0,0,0,0
06073007302,0,0,0,0
06073015502,0,0,0,0
06073012304,0,0,0,0
06073014500,0,0,0,0
06073014102,0,0,0,0
06073013311,0,0,0,1
06073000800,0,0,0,0
06073000900,0,0,0,0
06073016810,0,0,0,0
06073016811,0,0,0,0
06073016901,0,0,0,0
06073016902,0,0,0,0
06073017006,0,0,1,1
06073017009,0,0,0,1
06073017010,0,0,0,0
06073013312,0,0,0,0
06073013415,0,0,0,0
06073013908,0,0,0,0
06073013905,0,0,0,0
06073013907,0,0,0,0
06073010111,0,0,0,0
06073013103,0,0,0,0
06073010106,0,0,0,0
06073010107,0,0,0,0
06073012800,0,0,0,0
06073014001,0,0,0,0
06073002801,0,0,0,0
06073010004,0,0,0,0
06073010003,0,0,0,0
06073015100,0,0,0,0
06073004200,0,0,0,0
06073011100,0,0,0,0
06073003204,0,0,0,0
06073012700,0,0,0,0
06073010104,0,0,0,0
06073015405,0,0,0,0
06073017014,0,0,1,1
06073017015,0,0,1,1
06073017018,0,0,1,1
06073017019,0,0,0,1
06073017020,0,0,0,1
06073017021,0,0,0,1
06073017022,0,0,0,0
06073017029,0,0,1,1
06073017030,0,0,1,1
06073017031,0,0,1,1
06073017032,1,1,1,1
06073017033,0,0,1,1
06073003108,0,0,0,0
06073013802,0,0,0,0
06073003105,0,0,0,0
06073010013,0,0,0,0
06073013303,0,0,0,0
06073010112,0,0,0,0
06073014200,0,0,0,0
06073011601,0,0,0,0
06073011801,0,0,0,0
06073003502,0,0,0,0
06073003501,0,0,0,0
06073003301,0,0,0,0
06073003111,0,0,0,0
06073010103,0,0,0,0
06073009304,0,0,0,0
06073001100,0,0,0,0
06073000600,0,0,0,0
06073009202,0,0,0,0
06073008702,0,0,0,0
06073008701,0,0,0,0
06073003107,0,0,0,0
06073021204,0,0,0,0
06073015601,0,0,0,0
06073021202,0,0,0,0
06073020902,0,0,0,0
06073003113,0,0,0,0
06073013418,0,0,0,1
06073013606,0,0,0,0
06073017034,1,1,1,1
06073017035,0,0,1,1
06073017036,0,0,0,1
06073017037,0,0,0,1
06073010001,0,0,0,0
06073013203,0,0,0,0
06073012402,0,0,0,0
06073010402,0,0,0,0
06073012900,0,0,0,0
06073013313,0,0,0,1
06073013310,0,0,0,1
06073013314,0,0,1,1
06073010014,0,0,1,1
06073009511,0,0,0,0
06073008366,0,0,0,0
06073008365,0,0,0,0
06073008364,0,0,0,0
06073008363,0,0,0,0
06073017053,0,0,0,1
06073003901,0,0,0,0
06073013903,0,0,0,0
06073014400,0,0,0,0
06073012302,0,0,0,0
06073003401,0,0,0,0
06073008513,0,0,0,0
06073013414,0,0,0,0
06073008510,0,0,0,0
06073008505,0,0,0,0
06073013205,0,0,0,0
06073008504,0,0,0,0
06073007100,0,0,0,0
06073010401,0,0,0,0
06073010011,0,0,0,0
06073014601,0,0,0,0
06073010010,0,0,0,0
06073013301,0,0,0,0
06073010502,0,0,0,0
06073017039,0,0,0,1
06073017040,0,0,0,1
06073017041,0,0,0,1
06073017042,0,0,0,1
06073017043,0,0,0,0
06073017044,0,0,0,0
06073017045,0,0,0,0
06073017046,0,0,0,0
06073017047,0,0,0,0
06073017048,0,0,0,1
06073017049,0,0,0,0
06073003214,0,0,0,0
06073012600,0,0,0,0
06073003114,0,0,0,0
06073013401,0,0,0,0
06073014806,0,0,0,0
06073014805,0,0,0,0
06073007908,0,0,0,0
06073003304,0,0,0,0
06073002711,0,0,0,0
06073003800,0,0,0,0
06073011602,0,0,0,0
06073013506,0,0,0,0
06073013416,0,0,0,0
06073004501,0,0,0,0
06073013909,0,0,0,0
06073007002,0,0,0,0
06073013307,0,0,0,0
06073006500,0,0,0,0
06073005800,0,0,0,0
06073013503,0,0,0,0
06073013104,0,0,0,0
06073013308,0,0,0,0
06073011300,0,0,0,0
06073012303,0,0,0,0
06073000100,0,0,0,0
06073013701,0,0,0,0
06073012101,0,0,0,0
06073013801,0,0,0,0
06073008506,0,0,0,0
06073021302,1,1,1,1
06073017050,0,0,1,1
06073017104,0,0,0,0
06073017106,0,0,0,0
06073017107,0,0,0,0
06073012102,0,0,0,0
06073010009,0,0,0,0
06073003603,0,0,0,0
06073003602,0,0,0,0
06073003404,0,0,0,0
06073004800,0,0,0,0
06073000201,0,0,0,0
06073017054,0,0,1,1
06073014902,0,0,0,0
06073007910,0,0,0,0
06073007905,0,0,0,0
06073990100,0,0,0,0
06073017813,0,0,0,0
06073017110,0,0,0,1
06073017109,0,0,0,0
06073017051,0,0,1,1
06073021500,0,0,0,0
06073021206,0,0,0,0
06073020811,0,0,0,0
06073010900,0,0,0,0
06073012200,0,0,0,0
06073005100,0,0,0,0
06073005300,0,0,0,0
06073006000,0,0,0,0
06073003601,0,0,0,0
06073003902,0,0,0,0
06073004900,0,0,0,0
06073004600,0,0,0,0
06073007301,0,0,0,0
06073002905,0,0,0,0
06073003212,0,0,0,0
06073010501,0,0,0,0
06073003208,0,0,0,0
06073002903,0,0,0,0
06073017108,0,0,0,0
06073017200,0,0,0,0
06073017303,0,0,0,0
06073017304,0,0,0,0
06073002602,0,0,0,0
06073004700,0,0,0,0
06073010800,0,0,0,0
06073005500,0,0,0,0
06073000300,0,0,0,0
06073000400,0,0,0,0
06073016504,0,0,0,0
06073016503,0,0,0,0
06073014901,0,0,0,0
06073019808,0,0,0,0
06073013421,0,0,0,0
06073013420,0,0,0,0
06073006900,0,0,0,0
06073010300,0,0,0,0
06073005700,0,0,0,0
06073006200,0,0,0,0
06073015704,0,0,0,0
06073012002,0,0,0,0
06073008902,0,0,0,0
06073006100,0,0,0,0
06073003109,0,0,0,0
06073004000,0,0,0,0
06073003403,0,0,0,0
06073001900,0,0,0,0
06073003207,0,0,0,0
06073009902,0,0,0,0
06073010601,0,0,0,0
06073013410,0,0,0,0
06073021304,1,1,1,1
06073012401,0,0,0,0
06073011902,0,0,0,0
06073013409,0,0,0,0
06073005200,0,0,0,0
06073021303,0,0,0,1
06073013419,0,0,1,1
06073015403,0,0,0,0
06073017305,0,0,0,0
06073017306,0,0,0,0
06073017401,0,0,0,0
06073017403,0,0,0,0
06073017404,0,0,0,0
06073017501,0,0,0,0
06073005900,0,0,0,0
06073006600,0,0,0,0
06073013102,0,0,0,0
06073013302,0,0,0,0
06073006801,0,0,0,0
06073012502,0,0,0,0
06073012501,0,0,0,0
06073009510,0,0,0,0
06073018613,0,0,0,0
06073020028,0,0,0,0
06073020026,0,0,0,0
06073013206,0,0,0,0
06073003004,0,0,0,0
06073010109,0,0,0,0
06073007400,0,0,0,0
06073015501,0,0,0,0
06073015602,0,0,0,0
06073005000,0,0,0,0
06073016402,0,0,0,0
06073009106,0,0,0,0
06073003201,0,0,0,0
06073009301,0,0,0,0
06073003112,0,0,0,0
06073011000,0,0,0,0
06073011802,0,0,0,0
06073014300,0,0,0,0
06073008341,0,0,0,0
06073008343,0,0,0,0
06073017502,0,0,0,0
06073017601,0,0,0,0
06073017603,0,0,0,0
06073017604,0,0,0,0
06073017701,0,0,0,0
06073017702,0,0,0,0
06073018519,0,0,0,0
06073018601,0,0,0,0
06073018603,0,0,0,0
06073018608,0,0,0,0
06073015404,0,0,0,0
06073015301,0,0,0,0
06073015701,0,0,0,0
06073016301,0,0,0,0
06073015703,0,0,0,0
06073015901,0,0,0,0
06073009306,0,0,0,0
06073009305,0,0,0,0
06073008362,0,0,0,0
06073008361,0,0,0,0
06073008006,0,0,0,0
06073013604,0,0,0,0
06073013411,0,0,0,0
06073003303,0,0,0,0
06073016302,0,0,0,0
06073015802,0,0,0,0
06073013605,0,0,0,0
06073015302,0,0,0,0
06073014803,0,0,0,0
06073002902,0,0,0,0
06073003209,0,0,0,0
06073003211,0,0,0,0
06073004400,0,0,0,0
06073014700,0,0,0,0
06073008344,0,0,0,0
06073008345,0,0,0,0
06073008346,0,0,0,0
06073008347,0,0,0,0
06073008348,0,0,0,0
06073008349,0,0,0,0
06073008350,0,0,0,0
06073008351,0,0,0,0
06073017801,0,0,0,0
06073017808,0,0,0,0
06073017809,0,0,0,0
06073017810,0,0,0,0
06073017811,0,0,0,0
06073017900,0,0,0,0
06073018609,0,0,0,0
06073018610,0,0,0,0
06073018611,0,0,0,0
06073018612,0,0,0,0
06073018700,0,0,0,0
06073018801,0,0,0,1
06073018802,1,1,1,1
06073018803,1,1,1,1
06073018903,0,0,0,0
06073018904,0,0,0,0
06073018905,0,0,0,1
06073018906,0,0,0,1
06073019001,0,0,1,1
06073019002,1,1,1,1
06073019101,1,1,1,1
06073019103,0,0,1,1
06073019105,0,0,0,1
06073015801,0,0,0,0
06073016202,0,0,0,0
06073003001,0,0,0,0
06073005400,0,0,0,0
06073015406,0,0,0,0
06073008901,0,0,0,0
06073003003,0,0,0,0
06073008003,0,0,0,0
06073021900,0,0,0,0
06073020810,0,0,0,0
06073020027,0,0,0,0
06073010015,0,0,1,1
06073022100,0,0,0,0
06073022000,0,0,0,0
06073021800,0,0,0,0
06073021600,0,0,0,0
06073021400,0,0,0,0
06079010504,0,0,0,0
06079010503,0,0,0,0
06079010602,0,0,0,0
06079010707,0,0,0,0
06079011504,0,0,0,0
06079010002,0,0,0,0
06079010016,0,0,0,0
06079010102,0,0,0,0
06079012302,0,0,0,0
06079011101,0,0,0,0
06079012704,0,0,0,0
06079011103,0,0,0,0
06079011102,0,0,0,0
06079010901,0,0,0,0
06079011600,0,0,0,0
06079011400,0,0,0,0
06079011300,0,0,0,0
06079011200,0,0,0,0
06079011501,0,0,0,0
06079012401,0,0,0,0
06079010300,0,0,0,0
06079010202,0,0,0,0
06079010701,0,0,0,0
06079010902,0,0,0,0
06079012502,0,0,0,0
06079012800,0,0,0,0
06079012702,0,0,0,0
06079012600,0,0,0,0
06079012503,0,0,0,0
06079011901,0,0,0,0
06079012402,0,0,0,0
06079010703,0,0,0,0
06079012200,0,0,0,0
06079012000,0,0,0,0
06079011902,0,0,0,0
06079011800,0,0,0,0
06079010201,0,0,0,0
06079012102,0,0,0,0
06079012900,0,0,0,0
06079013000,0,0,0,0
06079990000,0,0,0,0
06079011001,0,0,0,0
06079010101,0,0,0,0
06079011704,0,0,0,0
06079011701,0,0,0,0
06079012304,0,0,0,0
06079011002,0,0,0,0
06079011503,0,0,0,0
06079010603,0,0,0,0
06079010404,0,0,0,0
06079012505,0,0,0,0
06079010204,0,0,0,0
06079010205,0,0,0,0
06079010403,0,0,0,0
06071009908,0,0,0,0
06071009910,0,0,0,0
06071009118,0,0,0,0
06071009911,0,0,0,0
06071009906,0,0,0,0
06071009108,0,0,0,0
06071009110,0,0,0,0
06071009904,0,0,0,0
06071009905,0,0,0,0
06071009117,0,0,0,0
06071012104,0,0,0,0
06071008709,0,0,0,0
06071010424,0,0,0,0
06071011404,0,0,0,0
06071011206,0,0,0,0
06071025100,0,0,0,0
06071012500,0,0,0,0
06071012400,0,0,0,0
06071005701,0,0,0,0
06071012700,0,0,0,0
06071025000,0,0,0,0
06071011101,0,0,0,0
06071011203,0,0,0,0
06071011403,0,0,0,0
06071010901,0,0,0,0
06071009116,0,0,0,0
06071009114,0,0,0,0
06071009112,0,0,0,0
06071007305,0,0,0,0
06071004505,0,0,0,0
06071004603,0,0,0,0
06071004301,0,0,0,0
06071003611,0,0,0,0
06071003609,0,0,0,0
06071003605,0,0,0,0
06071003404,0,0,0,0
06071009201,0,0,0,0
06071003509,0,0,0,0
06071002705,0,0,0,0
06071002703,0,0,0,0
06071002604,0,0,0,0
06071002031,0,0,0,0
06071002035,0,0,0,0
06071002025,0,0,0,0
06071002029,0,0,0,0
06071002015,0,0,0,0
06071001812,0,0,0,0
06071001808,0,0,0,0
06071001806,0,0,0,0
06071001804,0,0,0,0
06071001101,0,0,0,0
06071002101,0,0,0,0
06071002013,0,0,0,0
06071001810,0,0,0,0
06071001704,0,0,0,0
06071000605,0,0,0,0
06071001901,0,0,0,0
06071000903,0,0,0,0
06071000821,0,0,0,0
06071002801,0,0,0,0
06071007603,0,0,0,0
06071010419,0,0,0,0
06071008601,0,0,0,0
06071000115,0,0,0,0
06071000113,0,0,0,0
06071011204,0,0,0,0
06071011401,0,0,0,0
06071011205,0,0,0,0
06071010803,0,0,0,0
06071001311,0,0,0,0
06071010421,0,0,0,0
06071010423,0,0,0,0
06071010420,0,0,0,0
06071010417,0,0,0,0
06071010422,0,0,0,0
06071009912,0,0,0,0
06071010025,0,0,0,0
06071010026,0,0,0,0
06071009913,0,0,0,0
06071012103,0,0,0,0
06071012101,0,0,0,0
06071012001,0,0,0,0
06071012002,0,0,0,0
06071010010,0,0,0,0
06071009708,0,0,0,0
06071011700,0,0,0,0
06071011600,0,0,0,0
06071009707,0,0,0,0
06071009500,0,0,0,0
06071012200,0,0,0,0
06071000107,0,0,0,0
06071000104,0,0,0,0
06071000105,0,0,0,0
06071000108,0,0,0,0
06071000109,0,0,0,0
06071000301,0,0,0,0
06071002110,0,0,0,0
06071002036,0,0,0,0
06071002103,0,0,0,0
06071002027,0,0,0,0
06071002016,0,0,0,0
06071000901,0,0,0,0
06071000303,0,0,0,0
06071000401,0,0,0,0
06071001200,0,0,0,0
06071001600,0,0,0,0
06071001702,0,0,0,0
06071001703,0,0,0,0
06071001803,0,0,0,0
06071000816,0,0,0,0
06071002017,0,0,0,0
06071002021,0,0,0,0
06071002022,0,0,0,0
06071002706,0,0,0,0
06071009119,0,0,0,0
06071009109,0,0,0,0
06071000814,0,0,0,0
06071002011,0,0,0,0
06071009202,0,0,0,0
06071001706,0,0,0,0
06071001707,0,0,0,0
06071001400,0,0,0,0
06071002010,0,0,0,0
06071000804,0,0,0,0
06071000201,0,0,0,0
06071000304,0,0,0,0
06071008710,0,0,0,0
06071008602,0,0,0,0
06071007903,0,0,0,0
06071007904,0,0,0,0
06071007409,0,0,0,0
06071007410,0,0,0,0
06071000603,0,0,0,0
06071000501,0,0,0,0
06071000604,0,0,0,0
06071001906,0,0,0,0
06071002206,0,0,0,0
06071000808,0,0,0,0
06071000812,0,0,0,0
06071008901,0,0,0,0
06071002301,0,0,0,0
06071002402,0,0,0,0
06071002401,0,0,0,0
06071002501,0,0,0,0
06071007604,0,0,0,0
06071007306,0,0,0,0
06071006601,0,0,0,0
06071006203,0,0,0,0
06071006204,0,0,0,0
06071011102,0,0,0,0
06071011001,0,0,0,0
06071001312,0,0,0,0
06071001504,0,0,0,0
06071000207,0,0,0,0
06071001001,0,0,0,0
06071000205,0,0,0,0
06071000208,0,0,0,0
06071002502,0,0,0,0
06071002602,0,0,0,0
06071002901,0,0,0,0
06071005400,0,0,0,0
06071006100,0,0,0,0
06071006301,0,0,0,0
06071007109,0,0,0,0
06071007303,0,0,0,0
06071007110,0,0,0,0
06071000503,0,0,0,0
06071001002,0,0,0,0
06071000823,0,0,0,0
06071000825,0,0,0,0
06071001104,0,0,0,0
06071000904,0,0,0,0
06071000818,0,0,0,0
06071000824,0,0,0,0
06071006401,0,0,0,0
06071006302,0,0,0,0
06071006402,0,0,0,0
06071007000,0,0,0,0
06071006500,0,0,0,0
06071006700,0,0,0,0
06071004509,0,0,0,0
06071011002,0,0,0,0
06071010804,0,0,0,0
06071010902,0,0,0,0
06071004507,0,0,0,0
06071004510,0,0,0,0
06071004604,0,0,0,0
06071004404,0,0,0,0
06071004403,0,0,0,0
06071000826,0,0,0,0
06071000203,0,0,0,0
06071000820,0,0,0,0
06071000819,0,0,0,0
06071002014,0,0,0,0
06071001903,0,0,0,0
06071000116,0,0,0,0
06071007107,0,0,0,0
06071007106,0,0,0,0
06071007104,0,0,0,0
06071007200,0,0,0,0
06071007302,0,0,0,1
06071007403,0,0,0,0
06071006603,0,0,0,0
06071006604,0,0,0,0
06071003801,0,0,0,0
06071003803,0,0,0,0
06071004302,0,0,0,0
06071000813,0,0,0,0
06071000117,0,0,0,0
06071000606,0,0,0,0
06071000504,0,0,0,0
06071000118,0,0,0,0
06071000817,0,0,0,0
06071000815,0,0,0,0
06071000403,0,0,0,0
06071007404,0,0,0,0
06071007407,0,0,0,0
06071007408,0,0,0,0
06071007601,0,0,0,0
06071980100,0,0,0,0
06071007901,0,0,0,0
06071008301,0,0,0,0
06071010402,0,0,0,0
06071010411,0,0,0,0
06071010415,0,0,0,0
06071010412,0,0,0,0
06071003804,0,0,0,0
06071003607,0,0,0,0
06071004103,0,0,0,0
06071004001,0,0,0,0
06071004003,0,0,0,0
06071000404,0,0,0,0
06071002902,0,0,0,0
06071003000,0,0,0,0
06071003200,0,0,0,0
06071003700,0,0,0,0
06071007105,0,0,0,0
06071008704,0,0,0,0
06071008705,0,0,0,0
06071008706,0,0,0,0
06071009300,0,0,0,0
06071008708,0,0,0,0
06071008800,0,0,0,0
06071000111,0,0,0,0
06071010802,0,0,0,0
06071010413,0,0,0,0
06071010416,0,0,0,0
06071008703,0,0,0,0
06071010410,0,0,0,0
06071011500,0,0,0,0
06071010012,0,0,0,0
06071010409,0,0,0,0
06071000103,0,0,0,0
06071010700,0,0,0,0
06071011300,0,0,0,0
06071003612,0,0,0,0
06071004004,0,0,0,0
06071003606,0,0,0,0
06071003302,0,0,0,0
06071003101,0,0,0,0
06071003301,0,0,0,0
06071002803,0,0,0,0
06071003102,0,0,0,0
06071007108,0,0,0,0
06071012300,0,0,0,0
06071002204,0,0,0,0
06071008001,0,0,0,0
06071007800,0,0,0,0
06071008100,0,0,0,0
06071008200,0,0,0,0
06071010300,0,0,0,0
06071002804,0,0,0,0
06071003405,0,0,0,0
06071003603,0,0,0,0
06071003510,0,0,0,0
06071003507,0,0,0,0
06071003503,0,0,0,0
06071003505,0,0,0,0
06071008002,0,0,0,0
06071008302,0,0,0,1
06071008402,0,0,0,0
06071008401,0,0,0,0
06071008403,0,0,0,0
06071008404,0,0,0,0
06071008500,0,0,0,1
06071002601,0,0,0,0
06071003401,0,0,0,0
06071003506,0,0,0,0
06071002306,0,0,0,0
06071002307,0,0,0,0
06071002606,0,0,0,0
06071002607,0,0,0,0
06071003403,0,0,0,0
06071003900,0,0,0,0
06071004202,0,0,0,0
06071004201,0,0,0,0
06071004401,0,0,0,0
06071002207,0,0,0,0
06071002704,0,0,0,0
06071004104,0,0,0,0
06071004101,0,0,0,0
06071004503,0,0,0,0
06071006201,0,0,0,0
06071004504,0,0,0,0
06071004601,0,0,0,0
06071004700,0,0,0,0
06071004800,0,0,0,0
06071004900,0,0,0,0
06071005100,0,0,0,0
06071002304,0,0,0,0
06071002305,0,0,0,0
06071002038,0,0,0,0
06071002037,0,0,0,0
06071002107,0,0,0,0
06071002019,0,0,0,0
06071005200,0,0,0,0
06071005300,0,0,0,0
06071005500,0,0,0,0
06071005600,0,0,0,0
06071005800,0,0,0,0
06071980200,0,0,0,0
06071002018,0,0,0,0
06071002023,0,0,0,0
06071002033,0,0,0,0
06071002034,0,0,0,0
06071001905,0,0,0,0
06071001809,0,0,0,0
06071009710,0,0,0,0
06071009714,0,0,0,0
06071009717,0,0,0,0
06071009800,0,0,0,0
06071011900,0,0,0,0
06071009107,0,0,0,0
06071940100,0,0,0,0
06071009709,0,0,0,0
06071009716,0,0,0,0
06071009712,0,0,0,0
06071009715,0,0,0,0
06071009713,0,0,0,0
06071011800,0,0,0,0
06071009711,0,0,0,0
06071010011,0,0,0,0
06071001813,0,0,0,0
06071001307,0,0,0,0
06071001503,0,0,0,0
06071001103,0,0,0,0
06071001501,0,0,0,0
06071001310,0,0,0,0
06071010013,0,0,0,0
06071010018,0,0,0,0
06071010014,0,0,0,0
06071010015,0,0,0,0
06071001305,0,0,0,0
06071001309,0,0,0,0
06071001308,0,0,0,0
06071002028,0,0,0,0
06071002105,0,0,0,0
06071002109,0,0,0,0
06071010016,0,0,0,0
06071010017,0,0,0,0
06071010019,0,0,0,0
06071010021,0,0,0,0
06071010022,0,0,0,0
06071010023,0,0,0,0
06071010020,0,0,0,0
06071009400,0,0,0,0
06071010009,0,0,0,0
06071010004,0,0,0,0
06071010024,0,0,0,0
06065042012,0,0,0,0
06065041911,0,0,0,0
06065041910,0,0,0,0
06065040816,0,0,0,0
06065040815,0,0,0,0
06065040814,0,0,0,0
06065040813,0,0,0,1
06065040812,0,0,0,0
06065040616,0,0,0,1
06065042728,0,0,0,0
06065042724,0,0,0,0
06065042624,0,0,0,1
06065042623,0,0,0,0
06065042622,0,0,0,1
06065042621,0,0,0,1
06065042619,0,0,0,0
06065044602,0,0,0,0
06065044907,0,0,0,0
06065045108,0,0,0,0
06065044916,0,0,0,0
06065044807,0,0,0,0
06065044805,0,0,0,0
06065042402,0,0,1,1
06065043310,0,0,0,1
06065043401,0,0,0,1
06065043311,0,0,0,1
06065043312,0,0,1,1
06065043403,0,0,1,1
06065040615,0,0,0,1
06065040613,0,0,0,0
06065040611,0,0,0,0
06065040609,0,0,0,0
06065040405,0,0,1,1
06065031602,0,0,0,1
06065045605,0,0,0,0
06065050900,0,0,0,0
06065049000,0,0,0,0
06065042618,0,0,0,0
06065042617,0,0,0,0
06065043003,0,0,0,0
06065042714,0,0,0,0
06065045110,0,0,0,0
06065042410,0,0,0,1
06065042405,0,0,0,1
06065042409,0,0,0,1
06065042408,0,0,1,1
06065042404,0,0,0,1
06065042406,0,0,0,1
06065043315,0,0,0,1
06065044300,0,0,0,0
06065043505,0,0,0,1
06065043507,0,0,0,1
06065043506,0,0,0,1
06065043509,0,0,0,0
06065043308,0,0,0,1
06065043504,0,0,0,1
06065044403,0,0,0,0
06065048800,0,0,0,0
06065044605,0,0,0,0
06065044515,0,0,0,0
06065043316,0,0,1,1
06065043279,0,0,0,0
06065043257,0,0,0,0
06065042726,0,0,0,0
06065045109,0,0,0,0
06065044804,0,0,0,0
06065044911,0,0,0,0
06065044915,0,0,0,0
06065045000,0,0,0,0
06065040904,0,0,0,1
06065040808,0,0,0,0
06065042009,0,0,0,0
06065043503,0,0,0,1
06065043206,0,0,0,0
06065043211,0,0,0,0
06065043222,0,0,0,0
06065043216,0,0,0,0
06065043217,0,0,0,0
06065043218,0,0,0,0
06065043220,0,0,0,0
06065040404,0,1,1,1
06065940600,0,0,0,0
06065940400,0,0,0,0
06065051400,0,0,0,0
06065051300,0,0,0,0
06065050500,0,0,0,0
06065049600,0,0,0,0
06065049500,0,0,0,0
06065048902,0,0,0,0
06065048901,0,0,0,0
06065045705,0,0,0,0
06065045209,0,0,0,0
06065045706,0,0,0,0
06065045704,0,0,0,0
06065045703,0,0,0,0
06065042411,0,0,1,1
06065042403,0,0,1,1
06065042407,0,0,0,1
06065043508,0,0,0,1
06065042512,0,0,0,0
06065042513,0,0,0,1
06065042514,0,0,0,1
06065043304,1,1,1,1
06065042708,0,0,0,0
06065042903,0,0,0,0
06065043001,0,0,0,0
06065042709,0,0,0,0
06065045303,0,0,0,0
06065045120,0,0,0,0
06065045115,0,0,0,0
06065044522,0,0,0,0
06065044404,0,0,0,0
06065043278,0,0,0,0
06065043271,0,0,0,0
06065043270,0,0,0,0
06065045207,0,0,0,0
06065045302,0,0,0,0
06065045502,0,0,0,0
06065045501,0,0,0,0
06065040604,0,0,0,1
06065042412,1,1,1,1
06065044104,0,0,0,0
06065043900,0,0,0,0
06065042516,0,0,0,1
06065042515,0,0,0,1
06065042521,0,0,0,1
06065042511,0,0,0,1
06065043701,0,0,0,0
06065042519,0,0,0,1
06065042520,0,0,0,1
06065042509,0,0,0,0
06065042507,0,0,0,0
06065043252,0,0,0,0
06065043235,0,0,0,0
06065042744,0,0,0,0
06065040821,0,0,0,0
06065040607,0,0,0,1
06065941500,0,0,0,0
06065941400,0,0,0,0
06065044102,0,0,0,0
06065030502,0,0,0,0
06065044200,0,0,0,0
06065043809,0,0,0,0
06065044103,0,0,0,0
06065042518,0,0,0,1
06065042517,0,0,0,1
06065030603,0,0,0,0
06065030503,0,0,0,0
06065030700,0,0,0,0
06065030800,0,0,0,1
06065941300,0,0,0,0
06065941200,0,0,0,0
06065941100,0,0,0,0
06065941000,0,0,0,0
06065940900,0,0,0,0
06065940800,0,0,0,0
06065043807,0,0,0,0
06065044000,0,0,0,0
06065044402,0,0,0,0
06065044101,0,0,0,0
06065044904,0,0,0,0
06065045604,0,0,0,0
06065030300,0,0,0,0
06065030900,0,0,1,1
06065031200,0,0,0,0
06065031300,0,0,0,0
06065031401,0,0,0,1
06065045123,0,0,0,0
06065045122,0,0,0,0
06065045121,0,0,0,0
06065045118,0,0,0,0
06065940700,0,0,0,0
06065940100,0,0,0,0
06065047000,0,0,0,0
06065046800,0,0,0,1
06065046700,0,0,0,0
06065046602,0,0,0,0
06065046500,0,0,0,0
06065045707,0,0,0,0
06065045217,0,0,0,0
06065045124,0,0,0,0
06065045119,0,0,0,0
06065030400,0,0,0,0
06065030602,0,0,0,0
06065041500,0,0,0,0
06065041704,0,0,0,0
06065042003,0,0,0,0
06065041905,0,0,0,0
06065041804,0,0,0,0
06065031402,0,0,0,1
06065031704,0,0,0,1
06065040303,0,0,0,1
06065031703,0,0,0,1
06065031501,0,0,0,1
06065045116,0,0,0,0
06065045114,0,0,0,0
06065044932,0,0,0,0
06065044931,0,0,0,0
06065044929,0,0,0,0
06065044928,0,0,0,0
06065045117,0,0,0,0
06065044930,0,0,0,0
06065044926,0,0,0,0
06065044925,0,0,0,0
06065044924,0,0,0,0
06065044923,0,0,0,0
06065041805,0,0,0,0
06065041808,0,0,0,0
06065041703,0,0,0,0
06065041807,0,0,0,0
06065041803,0,0,0,0
06065031702,0,0,0,0
06065040302,0,0,1,1
06065040201,0,0,1,1
06065041003,0,0,1,1
06065041001,0,0,1,1
06065031002,0,0,0,1
06065041004,1,1,1,1
06065040502,0,0,0,1
06065040902,0,0,0,1
06065041202,0,0,1,1
06065044927,0,0,0,0
06065044922,0,0,0,0
